handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
realDonaldTrump,endorsement wonderful surprise greatly appreciate support tremendous victory november th,False,12658,43068,12,SEP,24,2016,endorsement wonderful surprise greatly appreciate support tremendous victory november th,[]
realDonaldTrump,today day knock doors make calls us national day action,False,7006,19238,11,SEP,24,2016,today day knock doors make calls us national day action,[]
realDonaldTrump,crooked hillary bad judgement forced announce would go charlotte saturday grandstand dem pols said way dumb,False,9338,28604,2,SEP,24,2016,crooked hillary bad judgement forced announce would go charlotte saturday grandstand dem pols said way dumb,[]
HillaryClinton,hillary clinton one best prepared candidates seek presidency,False,3025,7505,2,SEP,24,2016,hillary clinton one best prepared candidates seek presidency,[]
HillaryClinton,tell girl run office,True,1464,2652,0,SEP,24,2016,tell girl run office,[]
HillaryClinton,young women country donald trump president think,False,14240,24144,0,SEP,24,2016,young women country donald trump president think,[]
HillaryClinton,republicans turning backs people flint waited far long help w,False,5251,8284,23,SEP,23,2016,republicans turning backs people flint waited far long help w,[]
HillaryClinton,blown away year old girl hillary meeting disability rights advocate,False,1415,4139,23,SEP,23,2016,blown away year old girl hillary meeting disability rights advocate,[]
HillaryClinton,tolerate anyone talking daughter like either,True,10548,19228,22,SEP,23,2016,tolerate anyone talking daughter like either,[]
HillaryClinton,donald trump committed perjury looked faces republican faithful knowingly lied,False,4617,6886,22,SEP,23,2016,donald trump committed perjury looked faces republican faithful knowingly lied,[]
HillaryClinton,enquirer editorial board endorsing hillary clinton president breaking nearly century long tradition endorsing republicans,True,3141,5148,21,SEP,23,2016,enquirer editorial board endorsing hillary clinton president breaking nearly century long tradition endorsing republicans,[]
HillaryClinton,hillary clinton would make sober smart pragmatic president donald trump would catastrophe,False,3011,7104,20,SEP,23,2016,hillary clinton would make sober smart pragmatic president donald trump would catastrophe,[]
realDonaldTrump,join roanoke virginia tomorrow berglund center coliseum pm tickets available,False,4525,13490,20,SEP,23,2016,join roanoke virginia tomorrow berglund center coliseum pm tickets available,[]
HillaryClinton,released years tax returns rt agree time donald trump release,True,8721,7853,19,SEP,23,2016,released years tax returns rt agree time donald trump release,[]
HillaryClinton,addiction disease moral failing support struggling,False,2116,5353,19,SEP,23,2016,addiction disease moral failing support struggling,[]
HillaryClinton,charlotte release police video keith lamont scott shooting without delay must ensure justice amp work bridge divides h,False,9261,20525,18,SEP,23,2016,charlotte release police video keith lamont scott shooting without delay must ensure justice amp work bridge divides h,[]
realDonaldTrump,trump would stimulate u economy,False,7058,16194,17,SEP,23,2016,trump would stimulate u economy,[]
realDonaldTrump,hillary clinton lost every republican ever including never trump farmers amp sm biz saying tax estates,False,19788,40480,17,SEP,23,2016,hillary clinton lost every republican ever including never trump farmers amp sm biz saying tax estates,[]
HillaryClinton,gives us hope future girl roxie co owner hillary,False,2289,5976,16,SEP,23,2016,gives us hope future girl roxie co owner hillary,[]
realDonaldTrump,tomorrow day knock doors make calls us national day action,False,6200,16518,15,SEP,23,2016,tomorrow day knock doors make calls us national day action,[]
realDonaldTrump,exclusive donald trump million followers crashing internet,True,6331,12874,15,SEP,23,2016,exclusive donald trump million followers crashing internet,[]
HillaryClinton,every voice proud endorse president,True,1165,2521,15,SEP,23,2016,every voice proud endorse president,[]
HillaryClinton,donald trump speaks women daughters hear,False,15681,24865,14,SEP,23,2016,donald trump speaks women daughters hear,[]
HillaryClinton,editorial board clinton would smart pragmatic president trump would catastrophe,True,4876,7833,13,SEP,23,2016,editorial board clinton would smart pragmatic president trump would catastrophe,[]
HillaryClinton,president want daughters,False,25177,36223,11,SEP,23,2016,president want daughters,[]
HillaryClinton,years old still bully karen,False,3712,7486,2,SEP,23,2016,years old still bully karen,[]
HillaryClinton,favorite moments hillary appearance two ferns,False,1974,7091,2,SEP,23,2016,favorite moments hillary appearance two ferns,[]
realDonaldTrump,spoke governor north carolina today tremendous job tough circumstances,False,8307,27919,2,SEP,23,2016,spoke governor north carolina today tremendous job tough circumstances,[]
HillaryClinton,vote,False,2681,5121,1,SEP,23,2016,vote,[]
realDonaldTrump,campaign movement sign today amp win,False,6208,18880,1,SEP,23,2016,campaign movement sign today amp win,[]
HillaryClinton,really regret hillary two ferns,False,14482,37211,23,SEP,22,2016,really regret hillary two ferns,[]
HillaryClinton,let make sure nobody works full time america live poverty,False,2288,5812,23,SEP,22,2016,let make sure nobody works full time america live poverty,[]
HillaryClinton,donald trump ties russia may conflict america interests great bottom line,False,2651,4329,21,SEP,22,2016,donald trump ties russia may conflict america interests great bottom line,[]
HillaryClinton,concerned outage puerto rico millions families power hoping resto,False,2135,5209,20,SEP,22,2016,concerned outage puerto rico millions families power hoping resto,[]
HillaryClinton,man could next president may deeply indebted another country trust run,False,7764,10957,20,SEP,22,2016,man could next president may deeply indebted another country trust run,[]
HillaryClinton,people bullies grow donald trump,False,4084,8048,19,SEP,22,2016,people bullies grow donald trump,[]
HillaryClinton,donald trump see people like sees disability honestly feel bad someone much hat,False,5362,11359,17,SEP,22,2016,donald trump see people like sees disability honestly feel bad someone much hat,[]
HillaryClinton,think important election lifetime takes week podcast,False,909,2629,17,SEP,22,2016,think important election lifetime takes week podcast,[]
HillaryClinton,donald trump really good spending people money legal settlements payoffs portraits,False,7115,12523,15,SEP,22,2016,donald trump really good spending people money legal settlements payoffs portraits,[]
HillaryClinton,holding back tears right us grow amazing,True,452,1293,15,SEP,22,2016,holding back tears right us grow amazing,[]
realDonaldTrump,join roanoke virginia saturday evening pm,False,4450,13782,14,SEP,22,2016,join roanoke virginia saturday evening pm,[]
HillaryClinton,sits two ferns zach galifianakis memorable interview yet,True,28387,45833,14,SEP,22,2016,sits two ferns zach galifianakis memorable interview yet,[]
realDonaldTrump,,False,2285,12885,11,SEP,22,2016,,[]
HillaryClinton,trump answer exactly refuses believe american,False,3652,7127,1,SEP,22,2016,trump answer exactly refuses believe american,[]
HillaryClinton,trump mocks people disabilities hillary clinton wants expand job opportunities,True,1572,3188,1,SEP,22,2016,trump mocks people disabilities hillary clinton wants expand job opportunities,[]
HillaryClinton,child ever grow poverty yet far many better,False,2042,4615,1,SEP,22,2016,child ever grow poverty yet far many better,[]
realDonaldTrump,interviewed cleveland ohio tonight p enjoy,False,3927,14775,0,SEP,22,2016,interviewed cleveland ohio tonight p enjoy,[]
realDonaldTrump,love beautiful gals two amazing women,False,4586,16046,0,SEP,22,2016,love beautiful gals two amazing women,[]
realDonaldTrump,thank,False,3241,13612,0,SEP,22,2016,thank,[]
HillaryClinton,would think almost like something wrong donald trump mitt romney failing release tax r,False,10154,16287,0,SEP,22,2016,would think almost like something wrong donald trump mitt romney failing release tax r,[]
HillaryClinton,going bat kids often counted always priority hillary,False,1504,3724,0,SEP,22,2016,going bat kids often counted always priority hillary,[]
HillaryClinton,great running mate great guy friend,False,1517,4639,23,SEP,21,2016,great running mate great guy friend,[]
realDonaldTrump,great new polls thank nevada north carolina amp ohio join movement today amp lets,False,10434,27350,22,SEP,21,2016,great new polls thank nevada north carolina amp ohio join movement today amp lets,[]
HillaryClinton,need president sees best us,False,3513,7108,21,SEP,21,2016,need president sees best us,[]
HillaryClinton,happy anniversary years ago today romney released tax returns trump urged,True,3404,4540,21,SEP,21,2016,happy anniversary years ago today romney released tax returns trump urged,[]
realDonaldTrump,thank toledo ohio important get vote november lets make america safe,False,8867,28193,21,SEP,21,2016,thank toledo ohio important get vote november lets make america safe,[]
HillaryClinton,disability define future hillary helped give kids chance succeed,False,1828,4315,19,SEP,21,2016,disability define future hillary helped give kids chance succeed,[]
HillaryClinton,believe everyone value believe everyone created equal believe love trumps hate,False,1261,2603,19,SEP,21,2016,believe everyone value believe everyone created equal believe love trumps hate,[]
HillaryClinton,make economy country welcoming people disabilities win everyone gets share america promise,False,752,2059,19,SEP,21,2016,make economy country welcoming people disabilities win everyone gets share america promise,[]
HillaryClinton,ultimate test society treat fellow human beings especially previously left behind,False,900,1914,19,SEP,21,2016,ultimate test society treat fellow human beings especially previously left behind,[]
HillaryClinton,americans disabilities deserve chance work alongside without disabilities jobs pay amp benefits,False,703,1577,19,SEP,21,2016,americans disabilities deserve chance work alongside without disabilities jobs pay amp benefits,[]
HillaryClinton,got build economy welcomes people disabilities values work rewards fairly treats respect,False,687,1492,19,SEP,21,2016,got build economy welcomes people disabilities values work rewards fairly treats respect,[]
HillaryClinton,adults disabilities workplace fix,False,696,1379,19,SEP,21,2016,adults disabilities workplace fix,[]
HillaryClinton,ada notion workplaces public spaces belong everyone one democrats republicans could get behind,True,478,1444,19,SEP,21,2016,ada notion workplaces public spaces belong everyone one democrats republicans could get behind,[]
HillaryClinton,none us gets life alone look lift,False,869,1852,18,SEP,21,2016,none us gets life alone look lift,[]
HillaryClinton,one hillary first jobs law school find kids disabilities school,True,1075,2031,18,SEP,21,2016,one hillary first jobs law school find kids disabilities school,[]
HillaryClinton,long ago disability defined entire life basic essential things others could,True,501,1468,18,SEP,21,2016,long ago disability defined entire life basic essential things others could,[]
HillaryClinton,still legal pay disabled workers less minimum wage clinton announces plan end,True,1517,2648,18,SEP,21,2016,still legal pay disabled workers less minimum wage clinton announces plan end,[]
HillaryClinton,building inclusive economy another reason got break systemic racism including investment communities color,False,636,1368,18,SEP,21,2016,building inclusive economy another reason got break systemic racism including investment communities color,[]
